# Output file from SSolar_GOA model
#   Input Data
#  Ext. Spectrum= Wehrli
# lat=41.66 lon=-4.7 sza=29.358 jday=152
#  p=1013.0 o3=300.0 h2o=1.5 alb=0.2
#  alpha=1.5 beta=0.05 Wa=0.98 g=0.75
# Wavelength Global Direct Diffuse
1947 0.01949 0.02193 0.00037
1948 0.02135 0.02403 0.00041
1949 0.02331 0.02623 0.00045
1950 0.02512 0.02827 0.00048
1951 0.02689 0.03027 0.00051
1952 0.02847 0.03204 0.00054
1953 0.03004 0.03381 0.00057
1954 0.03145 0.03539 0.00060
1955 0.03289 0.03701 0.00063
1956 0.03419 0.03848 0.00065
1957 0.03550 0.03995 0.00068
1958 0.03676 0.04137 0.00070
1959 0.03804 0.04282 0.00072
1960 0.03942 0.04437 0.00075
1961 0.04091 0.04605 0.00078
1962 0.04250 0.04783 0.00081
1963 0.04432 0.04989 0.00084
1964 0.04658 0.05243 0.00088
1965 0.04918 0.05536 0.00093
1966 0.05208 0.05863 0.00098
1967 0.05516 0.06210 0.00104
1968 0.05812 0.06543 0.00110
1969 0.06076 0.06839 0.00114
1970 0.06304 0.07097 0.00119
1971 0.06479 0.07294 0.00122
1972 0.06601 0.07431 0.00124
1973 0.06681 0.07521 0.00125
1974 0.06743 0.07591 0.00127
1975 0.06799 0.07655 0.00128
1976 0.06845 0.07706 0.00128
1977 0.06875 0.07740 0.00129
1978 0.06902 0.07771 0.00129
1979 0.06949 0.07824 0.00130
1980 0.06986 0.07866 0.00131
1981 0.07043 0.07930 0.00131
1982 0.07106 0.08001 0.00133
1983 0.07160 0.08062 0.00133
1984 0.07202 0.08109 0.00134
1985 0.07250 0.08163 0.00135
1986 0.07296 0.08216 0.00136
1987 0.07352 0.08278 0.00137
1988 0.07418 0.08353 0.00138
1989 0.07513 0.08460 0.00139
1990 0.07604 0.08563 0.00141
1991 0.07691 0.08660 0.00142
1992 0.07775 0.08755 0.00144
1993 0.07852 0.08843 0.00145
1994 0.07948 0.08950 0.00147
1995 0.08055 0.09072 0.00149
1996 0.08172 0.09203 0.00151
1997 0.08298 0.09345 0.00153
1998 0.08447 0.09513 0.00156
1999 0.08601 0.09687 0.00158
2000 0.08767 0.09873 0.00161
2001 0.08939 0.10068 0.00164
2002 0.09151 0.10306 0.00168
2003 0.09140 0.10295 0.00168
2004 0.09137 0.10291 0.00168
2005 0.09146 0.10301 0.00168
2006 0.09155 0.10312 0.00168
2007 0.09181 0.10341 0.00168
2008 0.09207 0.10370 0.00168
2009 0.09220 0.10385 0.00168
2010 0.09223 0.10389 0.00168
2011 0.09224 0.10390 0.00168
2012 0.09215 0.10380 0.00168
2013 0.09194 0.10357 0.00167
2014 0.09174 0.10334 0.00167
2015 0.09153 0.10310 0.00166
2016 0.09128 0.10283 0.00166
2017 0.09082 0.10231 0.00165
2018 0.09038 0.10182 0.00164
2019 0.08991 0.10129 0.00163
2020 0.08942 0.10073 0.00162
2021 0.08900 0.10027 0.00161
2022 0.08891 0.10017 0.00161
2023 0.08886 0.10011 0.00161
2024 0.08885 0.10010 0.00161
2025 0.08880 0.10005 0.00160
2026 0.08871 0.09995 0.00160
2027 0.08839 0.09959 0.00159
2028 0.08808 0.09924 0.00159
2029 0.08778 0.09890 0.00158
2030 0.08761 0.09871 0.00158
2031 0.08749 0.09858 0.00157
2032 0.08754 0.09864 0.00157
2033 0.08760 0.09870 0.00157
2034 0.08746 0.09855 0.00157
2035 0.08720 0.09825 0.00156
2036 0.08703 0.09806 0.00156
2037 0.08682 0.09783 0.00155
2038 0.08653 0.09751 0.00155
2039 0.08656 0.09754 0.00155
2040 0.08666 0.09765 0.00155
2041 0.08662 0.09761 0.00155
2042 0.08659 0.09757 0.00154
2043 0.08659 0.09758 0.00154
2044 0.08650 0.09748 0.00154
2045 0.08642 0.09739 0.00154
2046 0.08638 0.09735 0.00154
2047 0.08633 0.09729 0.00153
2048 0.08633 0.09729 0.00153
2049 0.08630 0.09726 0.00153
2050 0.08621 0.09716 0.00153
2051 0.08614 0.09708 0.00153
2052 0.08613 0.09707 0.00152
2053 0.08617 0.09712 0.00152
2054 0.08626 0.09722 0.00152
2055 0.08645 0.09744 0.00153
2056 0.08663 0.09765 0.00153
2057 0.08667 0.09769 0.00153
2058 0.08665 0.09767 0.00153
2059 0.08659 0.09760 0.00152
2060 0.08507 0.09589 0.00150
2061 0.08198 0.09240 0.00144
2062 0.07995 0.09012 0.00140
2063 0.07838 0.08836 0.00138
2064 0.07694 0.08673 0.00135
2065 0.07600 0.08567 0.00133
2066 0.07507 0.08462 0.00131
2067 0.07409 0.08352 0.00130
2068 0.07314 0.08245 0.00128
2069 0.07236 0.08157 0.00126
2070 0.07145 0.08055 0.00125
2071 0.07087 0.07989 0.00124
2072 0.07037 0.07933 0.00123
2073 0.07001 0.07893 0.00122
2074 0.06971 0.07859 0.00121
2075 0.06960 0.07847 0.00121
2076 0.06988 0.07879 0.00121
2077 0.07014 0.07908 0.00122
2078 0.07033 0.07929 0.00122
2079 0.07047 0.07945 0.00122
2080 0.07060 0.07959 0.00122
2081 0.07076 0.07978 0.00123
2082 0.07092 0.07996 0.00123
2083 0.07107 0.08014 0.00123
2084 0.07126 0.08035 0.00123
2085 0.07145 0.08056 0.00123
2086 0.07162 0.08076 0.00124
2087 0.07174 0.08089 0.00124
2088 0.07172 0.08087 0.00124
2089 0.07158 0.08071 0.00123
2090 0.07139 0.08050 0.00123
2091 0.07106 0.08013 0.00122
2092 0.07075 0.07978 0.00122
2093 0.07070 0.07973 0.00121
2094 0.07071 0.07973 0.00121
2095 0.07078 0.07981 0.00121
2096 0.07106 0.08014 0.00122
2097 0.07143 0.08055 0.00122
2098 0.07179 0.08096 0.00123
2099 0.07218 0.08140 0.00123
2100 0.07268 0.08197 0.00124
2101 0.07311 0.08245 0.00125
2102 0.07351 0.08290 0.00125
2103 0.07391 0.08335 0.00126
2104 0.07424 0.08373 0.00126
2105 0.07455 0.08408 0.00127
2106 0.07469 0.08424 0.00127
2107 0.07478 0.08434 0.00127
2108 0.07481 0.08438 0.00127
2109 0.07476 0.08432 0.00127
2110 0.07473 0.08428 0.00127
2111 0.07485 0.08442 0.00127
2112 0.07497 0.08456 0.00127
2113 0.07498 0.08458 0.00127
2114 0.07501 0.08461 0.00127
2115 0.07501 0.08461 0.00127
2116 0.07488 0.08446 0.00126
2117 0.07473 0.08430 0.00126
2118 0.07470 0.08427 0.00126
2119 0.07464 0.08420 0.00126
2120 0.07446 0.08399 0.00125
2121 0.07439 0.08391 0.00125
2122 0.07429 0.08380 0.00125
2123 0.07412 0.08362 0.00125
2124 0.07393 0.08340 0.00124
2125 0.07389 0.08335 0.00124
2126 0.07375 0.08319 0.00124
2127 0.07358 0.08301 0.00123
2128 0.07349 0.08291 0.00123
2129 0.07336 0.08277 0.00123
2130 0.07316 0.08254 0.00122
2131 0.07295 0.08231 0.00122
2132 0.07264 0.08195 0.00121
2133 0.07228 0.08154 0.00121
2134 0.07192 0.08114 0.00120
2135 0.07158 0.08076 0.00119
2136 0.07125 0.08038 0.00119
2137 0.07117 0.08030 0.00118
2138 0.07126 0.08040 0.00118
2139 0.07133 0.08048 0.00118
2140 0.07144 0.08061 0.00119
2141 0.07153 0.08071 0.00119
2142 0.07146 0.08064 0.00118
2143 0.07138 0.08055 0.00118
2144 0.07131 0.08046 0.00118
2145 0.07120 0.08034 0.00118
2146 0.07112 0.08025 0.00118
2147 0.07113 0.08026 0.00117
2148 0.07114 0.08028 0.00117
2149 0.07112 0.08025 0.00117
2150 0.07109 0.08022 0.00117
2151 0.07104 0.08016 0.00117
2152 0.07094 0.08005 0.00117
2153 0.07080 0.07990 0.00116
2154 0.07054 0.07961 0.00116
2155 0.07030 0.07933 0.00115
2156 0.07010 0.07911 0.00115
2157 0.06989 0.07888 0.00115
2158 0.06969 0.07864 0.00114
2159 0.06946 0.07839 0.00114
2160 0.06918 0.07807 0.00113
2161 0.06882 0.07767 0.00113
2162 0.06807 0.07683 0.00111
2163 0.06721 0.07585 0.00110
2164 0.06632 0.07485 0.00108
2165 0.06551 0.07393 0.00107
2166 0.06495 0.07330 0.00106
2167 0.06521 0.07360 0.00106
2168 0.06578 0.07424 0.00107
2169 0.06654 0.07510 0.00108
2170 0.06727 0.07593 0.00109
2171 0.06792 0.07666 0.00110
2172 0.06813 0.07690 0.00111
2173 0.06812 0.07689 0.00110
2174 0.06798 0.07674 0.00110
2175 0.06768 0.07639 0.00110
2176 0.06734 0.07602 0.00109
2177 0.06704 0.07568 0.00108
2178 0.06678 0.07538 0.00108
2179 0.06647 0.07503 0.00107
2180 0.06636 0.07491 0.00107
2181 0.06623 0.07477 0.00107
2182 0.06613 0.07465 0.00107
2183 0.06601 0.07451 0.00106
2184 0.06598 0.07448 0.00106
2185 0.06580 0.07428 0.00106
2186 0.06559 0.07404 0.00105
2187 0.06538 0.07381 0.00105
2188 0.06516 0.07357 0.00105
2189 0.06502 0.07341 0.00104
2190 0.06503 0.07341 0.00104
2191 0.06512 0.07352 0.00104
2192 0.06524 0.07366 0.00104
2193 0.06536 0.07379 0.00104
2194 0.06544 0.07388 0.00105
2195 0.06544 0.07388 0.00104
2196 0.06542 0.07386 0.00104
2197 0.06539 0.07383 0.00104
2198 0.06538 0.07382 0.00104
2199 0.06536 0.07379 0.00104
2200 0.06534 0.07377 0.00104
2201 0.06532 0.07375 0.00104
2202 0.06522 0.07365 0.00104
2203 0.06502 0.07342 0.00103
2204 0.06481 0.07318 0.00103
2205 0.06452 0.07286 0.00102
2206 0.06425 0.07255 0.00102
2207 0.06418 0.07247 0.00102
2208 0.06434 0.07266 0.00102
2209 0.06457 0.07291 0.00102
2210 0.06495 0.07334 0.00103
2211 0.06531 0.07375 0.00103
2212 0.06555 0.07403 0.00103
2213 0.06562 0.07410 0.00103
2214 0.06564 0.07413 0.00103
2215 0.06559 0.07407 0.00103
2216 0.06553 0.07400 0.00103
2217 0.06550 0.07396 0.00103
2218 0.06555 0.07403 0.00103
2219 0.06562 0.07411 0.00103
2220 0.06567 0.07417 0.00103
2221 0.06571 0.07421 0.00103
2222 0.06569 0.07419 0.00103
2223 0.06559 0.07407 0.00103
2224 0.06545 0.07392 0.00102
2225 0.06533 0.07378 0.00102
2226 0.06519 0.07363 0.00102
2227 0.06515 0.07359 0.00102
2228 0.06518 0.07361 0.00102
2229 0.06525 0.07370 0.00102
2230 0.06532 0.07378 0.00102
2231 0.06541 0.07388 0.00102
2232 0.06546 0.07394 0.00102
2233 0.06545 0.07393 0.00102
2234 0.06539 0.07386 0.00102
2235 0.06526 0.07371 0.00101
2236 0.06506 0.07349 0.00101
2237 0.06487 0.07327 0.00101
2238 0.06466 0.07304 0.00100
2239 0.06446 0.07281 0.00100
2240 0.06438 0.07273 0.00100
2241 0.06436 0.07270 0.00100
2242 0.06433 0.07267 0.00099
2243 0.06430 0.07263 0.00099
2244 0.06425 0.07258 0.00099
2245 0.06416 0.07248 0.00099
2246 0.06403 0.07234 0.00099
2247 0.06390 0.07219 0.00098
2248 0.06376 0.07203 0.00098
2249 0.06370 0.07196 0.00098
2250 0.06355 0.07179 0.00098
2251 0.06340 0.07163 0.00097
2252 0.06326 0.07147 0.00097
2253 0.06310 0.07128 0.00097
2254 0.06290 0.07106 0.00096
2255 0.06286 0.07101 0.00096
2256 0.06280 0.07095 0.00096
2257 0.06277 0.07092 0.00096
2258 0.06276 0.07091 0.00096
2259 0.06265 0.07079 0.00096
2260 0.06247 0.07058 0.00095
2261 0.06228 0.07036 0.00095
2262 0.06206 0.07012 0.00095
2263 0.06184 0.06987 0.00094
2264 0.06180 0.06982 0.00094
2265 0.06175 0.06977 0.00094
2266 0.06171 0.06973 0.00094
2267 0.06170 0.06972 0.00094
2268 0.06170 0.06972 0.00094
2269 0.06162 0.06963 0.00094
2270 0.06155 0.06954 0.00093
2271 0.06145 0.06944 0.00093
2272 0.06138 0.06936 0.00093
2273 0.06130 0.06927 0.00093
2274 0.06121 0.06917 0.00093
2275 0.06112 0.06907 0.00092
2276 0.06107 0.06901 0.00092
2277 0.06088 0.06880 0.00092
2278 0.06065 0.06854 0.00092
2279 0.06036 0.06821 0.00091
2280 0.06006 0.06787 0.00091
2281 0.05969 0.06745 0.00090
2282 0.05952 0.06727 0.00090
2283 0.05943 0.06716 0.00089
2284 0.05936 0.06709 0.00089
2285 0.05934 0.06706 0.00089
2286 0.05935 0.06707 0.00089
2287 0.05925 0.06697 0.00089
2288 0.05913 0.06683 0.00089
2289 0.05901 0.06670 0.00088
2290 0.05879 0.06644 0.00088
2291 0.05850 0.06611 0.00088
2292 0.05820 0.06577 0.00087
2293 0.05782 0.06534 0.00086
2294 0.05740 0.06488 0.00086
2295 0.05718 0.06463 0.00085
2296 0.05702 0.06445 0.00085
2297 0.05692 0.06434 0.00085
2298 0.05697 0.06440 0.00085
2299 0.05707 0.06451 0.00085
2300 0.05709 0.06453 0.00085
2301 0.05711 0.06455 0.00085
2302 0.05710 0.06455 0.00085
2303 0.05703 0.06446 0.00085
2304 0.05694 0.06436 0.00084
2305 0.05682 0.06422 0.00084
2306 0.05668 0.06407 0.00084
2307 0.05654 0.06391 0.00084
2308 0.05636 0.06370 0.00083
2309 0.05619 0.06351 0.00083
2310 0.05606 0.06337 0.00083
2311 0.05594 0.06324 0.00083
2312 0.05581 0.06309 0.00082
2313 0.05567 0.06294 0.00082
2314 0.05550 0.06274 0.00082
2315 0.05529 0.06250 0.00081
2316 0.05513 0.06232 0.00081
2317 0.05497 0.06214 0.00081
2318 0.05737 0.06485 0.00084
2319 0.05721 0.06467 0.00084
2320 0.05704 0.06448 0.00084
2321 0.05679 0.06420 0.00083
2322 0.05646 0.06383 0.00083
2323 0.05606 0.06338 0.00082
2324 0.05588 0.06318 0.00082
2325 0.05578 0.06306 0.00082
2326 0.05573 0.06301 0.00081
2327 0.05582 0.06311 0.00082
2328 0.05596 0.06327 0.00082
2329 0.05600 0.06332 0.00082
2330 0.05601 0.06332 0.00082
2331 0.05597 0.06329 0.00082
2332 0.05589 0.06320 0.00081
2333 0.05580 0.06309 0.00081
2334 0.05571 0.06299 0.00081
2335 0.05555 0.06281 0.00081
2336 0.05545 0.06270 0.00081
2337 0.05537 0.06261 0.00080
2338 0.05530 0.06253 0.00080
2339 0.05524 0.06246 0.00080
2340 0.05531 0.06254 0.00080
2341 0.05533 0.06257 0.00080
2342 0.05534 0.06257 0.00080
2343 0.05532 0.06255 0.00080
2344 0.05528 0.06250 0.00080
2345 0.05518 0.06240 0.00080
2346 0.05509 0.06230 0.00080
2347 0.05499 0.06219 0.00079
2348 0.05488 0.06206 0.00079
2349 0.05467 0.06182 0.00079
2350 0.05437 0.06148 0.00078
2351 0.05403 0.06110 0.00078
2352 0.05368 0.06070 0.00077
2353 0.05333 0.06031 0.00077
2354 0.05316 0.06012 0.00076
2355 0.05312 0.06007 0.00076
2356 0.05312 0.06008 0.00076
2357 0.05318 0.06014 0.00076
2358 0.05328 0.06026 0.00076
2359 0.05335 0.06033 0.00076
2360 0.05337 0.06036 0.00076
2361 0.05337 0.06036 0.00076
2362 0.05338 0.06037 0.00076
2363 0.05337 0.06036 0.00076
2364 0.05334 0.06032 0.00076
2365 0.05328 0.06026 0.00076
2366 0.05320 0.06017 0.00076
2367 0.05309 0.06005 0.00076
2368 0.05296 0.05990 0.00075
2369 0.05282 0.05974 0.00075
2370 0.05260 0.05950 0.00075
2371 0.05242 0.05929 0.00074
2372 0.05225 0.05909 0.00074
2373 0.05209 0.05892 0.00074
2374 0.05194 0.05874 0.00074
2375 0.05198 0.05879 0.00074
2376 0.05206 0.05889 0.00074
2377 0.05213 0.05896 0.00074
2378 0.05220 0.05905 0.00074
2379 0.05219 0.05903 0.00074
2380 0.05197 0.05879 0.00073
2381 0.05164 0.05842 0.00073
2382 0.05127 0.05799 0.00072
2383 0.05079 0.05746 0.00072
2384 0.05047 0.05709 0.00071
2385 0.05031 0.05691 0.00071
2386 0.05028 0.05688 0.00071
2387 0.05034 0.05695 0.00071
2388 0.05057 0.05720 0.00071
2389 0.05072 0.05737 0.00071
2390 0.05083 0.05750 0.00071
2391 0.05087 0.05755 0.00071
2392 0.05087 0.05755 0.00071
2393 0.05080 0.05747 0.00071
2394 0.05077 0.05743 0.00071
2395 0.05070 0.05736 0.00071
2396 0.05064 0.05729 0.00071
2397 0.05058 0.05723 0.00071
2398 0.05052 0.05716 0.00071
2399 0.05045 0.05707 0.00070
2400 0.05037 0.05698 0.00070
2401 0.05032 0.05693 0.00070
2402 0.05026 0.05686 0.00070
2403 0.05019 0.05678 0.00070
2404 0.05012 0.05671 0.00070
2405 0.05007 0.05665 0.00070
2406 0.04998 0.05655 0.00069
2407 0.04993 0.05649 0.00069
2408 0.04989 0.05645 0.00069
2409 0.04985 0.05640 0.00069
2410 0.04974 0.05628 0.00069
2411 0.04958 0.05610 0.00069
2412 0.04926 0.05573 0.00068
2413 0.04887 0.05529 0.00068
2414 0.04845 0.05482 0.00067
2415 0.04815 0.05448 0.00066
2416 0.04794 0.05425 0.00066
2417 0.04800 0.05432 0.00066
2418 0.04815 0.05448 0.00066
2419 0.04833 0.05468 0.00067
2420 0.04845 0.05482 0.00067
2421 0.04853 0.05492 0.00067
2422 0.04850 0.05488 0.00067
2423 0.04842 0.05479 0.00067
2424 0.04834 0.05471 0.00066
2425 0.04828 0.05463 0.00066
2426 0.04824 0.05458 0.00066
2427 0.04818 0.05452 0.00066
2428 0.04815 0.05449 0.00066
2429 0.04815 0.05449 0.00066
2430 0.04810 0.05443 0.00066
2431 0.04799 0.05431 0.00066
2432 0.04790 0.05421 0.00065
2433 0.04779 0.05408 0.00065
2434 0.04759 0.05386 0.00065
2435 0.04747 0.05372 0.00065
2436 0.04745 0.05369 0.00065
2437 0.04739 0.05363 0.00065
2438 0.04734 0.05358 0.00064
2439 0.04740 0.05365 0.00064
2440 0.04742 0.05367 0.00064
2441 0.04738 0.05362 0.00064
2442 0.04732 0.05356 0.00064
2443 0.04722 0.05344 0.00064
2444 0.04702 0.05322 0.00064
2445 0.04680 0.05297 0.00063
2446 0.04656 0.05269 0.00063
2447 0.04634 0.05245 0.00063
2448 0.04616 0.05224 0.00062
2449 0.04604 0.05211 0.00062
2450 0.04598 0.05204 0.00062
2451 0.04593 0.05198 0.00062
2452 0.04589 0.05195 0.00062
2453 0.04582 0.05186 0.00062
2454 0.04572 0.05175 0.00062
2455 0.04562 0.05164 0.00061
2456 0.04556 0.05157 0.00061
2457 0.04551 0.05152 0.00061
2458 0.04560 0.05162 0.00061
2459 0.04569 0.05172 0.00061
2460 0.04578 0.05182 0.00061
2461 0.04584 0.05189 0.00062
2462 0.04588 0.05193 0.00062
2463 0.04582 0.05186 0.00061
2464 0.04576 0.05179 0.00061
2465 0.04568 0.05171 0.00061
2466 0.04552 0.05153 0.00061
2467 0.04538 0.05137 0.00061
2468 0.04524 0.05121 0.00060
2469 0.04509 0.05104 0.00060
2470 0.04491 0.05084 0.00060
2471 0.04489 0.05082 0.00060
2472 0.04486 0.05078 0.00060
2473 0.04486 0.05078 0.00060
2474 0.04488 0.05080 0.00060
2475 0.04490 0.05083 0.00060
2476 0.04481 0.05073 0.00060
2477 0.04468 0.05058 0.00059
2478 0.04448 0.05035 0.00059
2479 0.04417 0.05000 0.00059
2480 0.04394 0.04974 0.00058
2481 0.04377 0.04955 0.00058
2482 0.04368 0.04946 0.00058
2483 0.04358 0.04934 0.00058
2484 0.04364 0.04941 0.00058
2485 0.04364 0.04941 0.00058
2486 0.04362 0.04938 0.00058
2487 0.04357 0.04933 0.00058
2488 0.04368 0.04946 0.00058
2489 0.04371 0.04949 0.00058
2490 0.04376 0.04955 0.00058
2491 0.04379 0.04958 0.00058
2492 0.04380 0.04959 0.00058
2493 0.04370 0.04948 0.00058
2494 0.04362 0.04939 0.00057
2495 0.04353 0.04929 0.00057
2496 0.04346 0.04921 0.00057
2497 0.04342 0.04916 0.00057
2498 0.04340 0.04914 0.00057
2499 0.04338 0.04912 0.00057
2500 0.04336 0.04910 0.00057
