# Output file from SSolar_GOA model
#   Input Data
#  Ext. Spectrum= Wehrli
# lat=41.66 lon=-4.7 sza=29.358 jday=152
#  p=1013.0 o3=300.0 h2o=1.5 alb=0.2
#  alpha=1.5 beta=0.05 Wa=0.98 g=0.75
# Wavelength Global Direct Diffuse
1178 0.36453 0.40064 0.01535
1179 0.36028 0.39599 0.01515
1180 0.35470 0.38989 0.01489
1181 0.35028 0.38504 0.01468
1182 0.34659 0.38101 0.01451
1183 0.34483 0.37910 0.01442
1184 0.34569 0.38006 0.01443
1185 0.34645 0.38093 0.01444
1186 0.34596 0.38041 0.01440
1187 0.34538 0.37979 0.01436
1188 0.34558 0.38004 0.01435
1189 0.34623 0.38078 0.01436
1190 0.35088 0.38592 0.01453
1191 0.35787 0.39363 0.01480
1192 0.36370 0.40006 0.01502
1193 0.36596 0.40257 0.01509
1194 0.36542 0.40200 0.01505
1195 0.36141 0.39761 0.01487
1196 0.35669 0.39244 0.01465
1197 0.35191 0.38720 0.01444
1198 0.34831 0.38326 0.01427
1199 0.34591 0.38064 0.01415
1200 0.34594 0.38070 0.01413
1201 0.34655 0.38139 0.01414
1202 0.34807 0.38308 0.01418
1203 0.35074 0.38605 0.01427
1204 0.35469 0.39041 0.01441
1205 0.35753 0.39356 0.01451
1206 0.36013 0.39645 0.01460
1207 0.36168 0.39817 0.01464
1208 0.36051 0.39691 0.01457
1209 0.35728 0.39337 0.01442
1210 0.35526 0.39117 0.01432
1211 0.35419 0.39002 0.01426
1212 0.35469 0.39059 0.01426
1213 0.35639 0.39249 0.01431
1214 0.35926 0.39567 0.01441
1215 0.36221 0.39894 0.01450
1216 0.36544 0.40252 0.01461
1217 0.36844 0.40585 0.01472
1218 0.37157 0.40932 0.01482
1219 0.37380 0.41179 0.01489
1220 0.37491 0.41304 0.01491
1221 0.37487 0.41301 0.01489
1222 0.37460 0.41275 0.01486
1223 0.37427 0.41240 0.01483
1224 0.37432 0.41248 0.01481
1225 0.37451 0.41271 0.01480
1226 0.37497 0.41325 0.01480
1227 0.37563 0.41399 0.01481
1228 0.37696 0.41548 0.01484
1229 0.37817 0.41684 0.01487
1230 0.37947 0.41830 0.01490
1231 0.38048 0.41943 0.01492
1232 0.38130 0.42035 0.01493
1233 0.38174 0.42085 0.01493
1234 0.38213 0.42131 0.01493
1235 0.38258 0.42183 0.01492
1236 0.38317 0.42251 0.01493
1237 0.38359 0.42298 0.01492
1238 0.38355 0.42297 0.01490
1239 0.38308 0.42247 0.01487
1240 0.38239 0.42174 0.01482
1241 0.38172 0.42102 0.01478
1242 0.38079 0.42001 0.01472
1243 0.37970 0.41882 0.01466
1244 0.37897 0.41805 0.01461
1245 0.37871 0.41778 0.01458
1246 0.37825 0.41730 0.01455
1247 0.37798 0.41701 0.01452
1248 0.37787 0.41691 0.01449
1249 0.37736 0.41638 0.01446
1250 0.37678 0.41576 0.01442
1251 0.37580 0.41470 0.01436
1252 0.37473 0.41353 0.01430
1253 0.37342 0.41212 0.01423
1254 0.37248 0.41110 0.01418
1255 0.37161 0.41016 0.01413
1256 0.37077 0.40925 0.01408
1257 0.37002 0.40845 0.01403
1258 0.36931 0.40768 0.01399
1259 0.36843 0.40673 0.01394
1260 0.36737 0.40558 0.01388
1261 0.36624 0.40436 0.01382
1262 0.36518 0.40320 0.01376
1263 0.36425 0.40219 0.01371
1264 0.36301 0.40085 0.01364
1265 0.36194 0.39969 0.01359
1266 0.36120 0.39889 0.01354
1267 0.36040 0.39802 0.01349
1268 0.35954 0.39709 0.01345
1269 0.35894 0.39645 0.01341
1270 0.35823 0.39568 0.01336
1271 0.35765 0.39506 0.01332
1272 0.35713 0.39451 0.01329
1273 0.35654 0.39387 0.01325
1274 0.35574 0.39301 0.01320
1275 0.35483 0.39202 0.01315
1276 0.35354 0.39062 0.01309
1277 0.35135 0.38822 0.01299
1278 0.34714 0.38358 0.01282
1279 0.34235 0.37831 0.01263
1280 0.33773 0.37322 0.01244
1281 0.33336 0.36841 0.01226
1282 0.33000 0.36471 0.01213
1283 0.33076 0.36557 0.01214
1284 0.33254 0.36755 0.01219
1285 0.33390 0.36908 0.01222
1286 0.33420 0.36942 0.01222
1287 0.33371 0.36890 0.01219
1288 0.33152 0.36650 0.01209
1289 0.32931 0.36407 0.01200
1290 0.32736 0.36194 0.01191
1291 0.32636 0.36084 0.01186
1292 0.32560 0.36002 0.01182
1293 0.32404 0.35831 0.01175
1294 0.32102 0.35499 0.01162
1295 0.31755 0.35117 0.01148
1296 0.31394 0.34720 0.01134
1297 0.31043 0.34333 0.01120
1298 0.30729 0.33987 0.01107
1299 0.30481 0.33714 0.01097
1300 0.30212 0.33418 0.01086
1301 0.29900 0.33074 0.01073
1302 0.29516 0.32651 0.01058
1303 0.29131 0.32227 0.01043
1304 0.28774 0.31833 0.01029
1305 0.28418 0.31440 0.01015
1306 0.28043 0.31027 0.01000
1307 0.27677 0.30624 0.00986
1308 0.27343 0.30256 0.00973
1309 0.26987 0.29863 0.00959
1310 0.26459 0.29280 0.00939
1311 0.25769 0.28518 0.00914
1312 0.25056 0.27729 0.00887
1313 0.24510 0.27127 0.00867
1314 0.24208 0.26794 0.00855
1315 0.23938 0.26496 0.00845
1316 0.23668 0.26198 0.00834
1317 0.23260 0.25747 0.00819
1318 0.22699 0.25127 0.00798
1319 0.22113 0.24480 0.00777
1320 0.21585 0.23897 0.00757
1321 0.21237 0.23512 0.00744
1322 0.21118 0.23382 0.00739
1323 0.21164 0.23434 0.00740
1324 0.21160 0.23431 0.00739
1325 0.20667 0.22886 0.00721
1326 0.19478 0.21570 0.00678
1327 0.17791 0.19702 0.00619
1328 0.15950 0.17665 0.00554
1329 0.14246 0.15778 0.00494
1330 0.13072 0.14478 0.00453
1331 0.12390 0.13723 0.00429
1332 0.12139 0.13446 0.00420
1333 0.12236 0.13555 0.00423
1334 0.12607 0.13966 0.00435
1335 0.13205 0.14629 0.00455
1336 0.13879 0.15376 0.00478
1337 0.14522 0.16090 0.00499
1338 0.15015 0.16636 0.00515
1339 0.15437 0.17104 0.00529
1340 0.15778 0.17483 0.00540
1341 0.15890 0.17608 0.00544
1342 0.15514 0.17192 0.00530
1343 0.14376 0.15931 0.00491
1344 0.12590 0.13953 0.00429
1345 0.10431 0.11560 0.00355
1346 0.08226 0.09118 0.00280
1347 0.06371 0.07062 0.00216
1348 0.04739 0.05253 0.00161
1349 0.03417 0.03787 0.00116
1350 0.02316 0.02567 0.00078
1351 0.01507 0.01670 0.00051
1352 0.00968 0.01073 0.00033
1353 0.00623 0.00691 0.00021
1354 0.00413 0.00458 0.00014
1355 0.00264 0.00293 0.00009
1356 0.00159 0.00176 0.00005
1357 0.00084 0.00093 0.00003
1358 0.00042 0.00046 0.00001
1359 0.00021 0.00023 0.00001
1360 0.00012 0.00013 0.00000
1361 0.00008 0.00009 0.00000
1362 0.00006 0.00007 0.00000
1363 0.00006 0.00007 0.00000
1364 0.00006 0.00007 0.00000
1365 0.00007 0.00008 0.00000
1366 0.00008 0.00009 0.00000
1367 0.00008 0.00009 0.00000
1368 0.00009 0.00010 0.00000
1369 0.00011 0.00013 0.00000
1370 0.00016 0.00018 0.00001
1371 0.00028 0.00031 0.00001
1372 0.00055 0.00061 0.00002
1373 0.00117 0.00129 0.00004
1374 0.00240 0.00266 0.00008
1375 0.00387 0.00429 0.00013
1376 0.00430 0.00477 0.00014
1377 0.00324 0.00360 0.00011
1378 0.00178 0.00198 0.00006
1379 0.00083 0.00093 0.00003
1380 0.00040 0.00044 0.00001
1381 0.00024 0.00026 0.00001
1382 0.00017 0.00019 0.00001
1383 0.00016 0.00018 0.00001
1384 0.00019 0.00021 0.00001
1385 0.00028 0.00031 0.00001
1386 0.00054 0.00060 0.00002
1387 0.00115 0.00127 0.00004
1388 0.00210 0.00234 0.00007
1389 0.00330 0.00366 0.00011
1390 0.00404 0.00449 0.00013
1391 0.00391 0.00434 0.00013
1392 0.00322 0.00357 0.00010
1393 0.00263 0.00292 0.00008
1394 0.00234 0.00260 0.00008
1395 0.00221 0.00245 0.00007
1396 0.00217 0.00241 0.00007
1397 0.00228 0.00253 0.00007
1398 0.00260 0.00289 0.00008
1399 0.00321 0.00357 0.00010
1400 0.00389 0.00432 0.00012
1401 0.00432 0.00480 0.00014
1402 0.00452 0.00502 0.00014
1403 0.00473 0.00525 0.00015
1404 0.00497 0.00553 0.00016
1405 0.00541 0.00600 0.00017
1406 0.00593 0.00658 0.00019
1407 0.00648 0.00720 0.00021
1408 0.00738 0.00820 0.00023
1409 0.00867 0.00963 0.00027
1410 0.01047 0.01163 0.00033
1411 0.01300 0.01444 0.00041
1412 0.01582 0.01757 0.00050
1413 0.01879 0.02088 0.00059
1414 0.02129 0.02366 0.00067
1415 0.02279 0.02533 0.00072
1416 0.02391 0.02658 0.00075
1417 0.02500 0.02778 0.00078
1418 0.02656 0.02952 0.00083
1419 0.02850 0.03168 0.00089
1420 0.03010 0.03345 0.00094
1421 0.03155 0.03507 0.00098
1422 0.03276 0.03642 0.00102
1423 0.03392 0.03770 0.00106
1424 0.03534 0.03929 0.00110
1425 0.03659 0.04068 0.00114
1426 0.03747 0.04166 0.00116
1427 0.03846 0.04276 0.00119
1428 0.03929 0.04369 0.00122
1429 0.03986 0.04432 0.00123
1430 0.04047 0.04499 0.00125
1431 0.04072 0.04527 0.00126
1432 0.04047 0.04500 0.00125
1433 0.04028 0.04479 0.00124
1434 0.03991 0.04438 0.00123
1435 0.03999 0.04447 0.00123
1436 0.04102 0.04562 0.00126
1437 0.04247 0.04724 0.00130
1438 0.04429 0.04926 0.00136
1439 0.04650 0.05172 0.00142
1440 0.04767 0.05302 0.00146
1441 0.04884 0.05432 0.00149
1442 0.04992 0.05552 0.00152
1443 0.05058 0.05627 0.00154
1444 0.05177 0.05759 0.00158
1445 0.05272 0.05865 0.00160
1446 0.05322 0.05920 0.00162
1447 0.05335 0.05935 0.00162
1448 0.05338 0.05939 0.00162
1449 0.05398 0.06006 0.00163
1450 0.05541 0.06166 0.00168
1451 0.05749 0.06397 0.00174
1452 0.06047 0.06728 0.00182
1453 0.06468 0.07197 0.00195
1454 0.07066 0.07863 0.00213
1455 0.07823 0.08706 0.00235
1456 0.08610 0.09582 0.00259
1457 0.09233 0.10276 0.00277
1458 0.09536 0.10613 0.00286
1459 0.09539 0.10616 0.00286
1460 0.09271 0.10318 0.00277
1461 0.08883 0.09887 0.00265
1462 0.08407 0.09358 0.00251
1463 0.07846 0.08733 0.00234
1464 0.07336 0.08166 0.00219
1465 0.06853 0.07629 0.00204
1466 0.06323 0.07039 0.00188
1467 0.05854 0.06517 0.00174
1468 0.05528 0.06155 0.00164
1469 0.05391 0.06002 0.00160
1470 0.05429 0.06045 0.00161
1471 0.05642 0.06282 0.00167
1472 0.05981 0.06659 0.00177
1473 0.06434 0.07165 0.00190
1474 0.07035 0.07834 0.00207
1475 0.07745 0.08624 0.00228
1476 0.08259 0.09198 0.00243
1477 0.08547 0.09519 0.00251
1478 0.08638 0.09620 0.00254
1479 0.08612 0.09591 0.00252
1480 0.08574 0.09550 0.00251
1481 0.08577 0.09553 0.00251
1482 0.08633 0.09616 0.00252
1483 0.08774 0.09773 0.00256
1484 0.09004 0.10030 0.00263
1485 0.09344 0.10408 0.00272
1486 0.09744 0.10854 0.00284
1487 0.10207 0.11370 0.00297
1488 0.10735 0.11959 0.00312
1489 0.11481 0.12790 0.00333
1490 0.12383 0.13796 0.00359
1491 0.13393 0.14921 0.00388
1492 0.14331 0.15967 0.00414
1493 0.15143 0.16873 0.00438
1494 0.15711 0.17505 0.00453
1495 0.16135 0.17979 0.00465
1496 0.16561 0.18454 0.00477
1497 0.17083 0.19036 0.00491
1498 0.17564 0.19573 0.00505
1499 0.17966 0.20022 0.00516
1500 0.18283 0.20375 0.00524
1501 0.18425 0.20535 0.00528
1502 0.18406 0.20514 0.00527
1503 0.18325 0.20424 0.00524
1504 0.18336 0.20437 0.00524
1505 0.18401 0.20510 0.00525
1506 0.18620 0.20754 0.00531
1507 0.19004 0.21183 0.00541
1508 0.19458 0.21690 0.00553
1509 0.19883 0.22165 0.00565
1510 0.20226 0.22548 0.00574
1511 0.20449 0.22797 0.00580
1512 0.20563 0.22924 0.00582
1513 0.20645 0.23017 0.00584
1514 0.20710 0.23090 0.00585
1515 0.20812 0.23204 0.00588
1516 0.20928 0.23335 0.00590
1517 0.21072 0.23495 0.00594
1518 0.21234 0.23677 0.00598
1519 0.21394 0.23857 0.00602
1520 0.21544 0.24025 0.00605
1521 0.21674 0.24170 0.00608
1522 0.21818 0.24332 0.00612
1523 0.21959 0.24489 0.00615
1524 0.22074 0.24618 0.00618
1525 0.22157 0.24711 0.00619
1526 0.22205 0.24766 0.00620
1527 0.22222 0.24785 0.00620
1528 0.22230 0.24795 0.00619
1529 0.22253 0.24821 0.00619
1530 0.22276 0.24847 0.00619
1531 0.22381 0.24965 0.00622
1532 0.22483 0.25080 0.00624
1533 0.22579 0.25188 0.00626
1534 0.22647 0.25265 0.00627
1535 0.22737 0.25365 0.00629
1536 0.22747 0.25378 0.00629
1537 0.22729 0.25358 0.00628
1538 0.22687 0.25312 0.00626
1539 0.22671 0.25295 0.00625
1540 0.22640 0.25261 0.00623
1541 0.22661 0.25285 0.00623
1542 0.22716 0.25348 0.00624
1543 0.22778 0.25417 0.00625
1544 0.22800 0.25442 0.00625
1545 0.22808 0.25453 0.00625
1546 0.22763 0.25403 0.00623
1547 0.22684 0.25315 0.00620
1548 0.22611 0.25234 0.00617
1549 0.22589 0.25210 0.00616
1550 0.22546 0.25164 0.00614
1551 0.22511 0.25125 0.00613
1552 0.22471 0.25081 0.00611
1553 0.22416 0.25020 0.00609
1554 0.22319 0.24913 0.00606
1555 0.22273 0.24863 0.00604
1556 0.22232 0.24816 0.00602
1557 0.22240 0.24827 0.00602
1558 0.22259 0.24848 0.00602
1559 0.22282 0.24875 0.00602
1560 0.22264 0.24855 0.00601
1561 0.22262 0.24854 0.00600
1562 0.22204 0.24790 0.00598
1563 0.22125 0.24702 0.00595
1564 0.22035 0.24603 0.00592
1565 0.21973 0.24534 0.00590
1566 0.21876 0.24426 0.00587
1567 0.21827 0.24372 0.00585
1568 0.21811 0.24356 0.00584
1569 0.21822 0.24368 0.00583
1570 0.21820 0.24366 0.00583
1571 0.21791 0.24335 0.00582
1572 0.21727 0.24264 0.00579
1573 0.21550 0.24067 0.00574
1574 0.21351 0.23845 0.00568
1575 0.21144 0.23615 0.00562
1576 0.21055 0.23517 0.00559
1577 0.20984 0.23438 0.00557
1578 0.21075 0.23540 0.00559
1579 0.21174 0.23650 0.00561
1580 0.21267 0.23756 0.00563
1581 0.21287 0.23778 0.00562
1582 0.21289 0.23781 0.00562
1583 0.21227 0.23713 0.00560
1584 0.21150 0.23627 0.00557
1585 0.21006 0.23467 0.00553
1586 0.20825 0.23265 0.00548
1587 0.20605 0.23020 0.00541
1588 0.20384 0.22774 0.00535
1589 0.20214 0.22584 0.00530
1590 0.20218 0.22590 0.00530
1591 0.20311 0.22694 0.00531
1592 0.20467 0.22869 0.00535
1593 0.20628 0.23049 0.00539
1594 0.20763 0.23201 0.00542
1595 0.20791 0.23232 0.00542
1596 0.20771 0.23211 0.00541
1597 0.20760 0.23199 0.00540
1598 0.20750 0.23189 0.00539
1599 0.20717 0.23152 0.00538
1600 0.20715 0.23151 0.00537
1601 0.20701 0.23136 0.00536
1602 0.20682 0.23115 0.00535
1603 0.20654 0.23085 0.00534
1604 0.20657 0.23089 0.00534
1605 0.20640 0.23070 0.00533
1606 0.20593 0.23018 0.00531
1607 0.20516 0.22933 0.00529
1608 0.20427 0.22833 0.00526
1609 0.20315 0.22709 0.00522
1610 0.20188 0.22567 0.00519
1611 0.20155 0.22531 0.00517
1612 0.20112 0.22484 0.00516
1613 0.20077 0.22445 0.00514
1614 0.20056 0.22422 0.00513
1615 0.20061 0.22429 0.00513
1616 0.19988 0.22347 0.00510
1617 0.19956 0.22312 0.00509
1618 0.19946 0.22302 0.00508
1619 0.19938 0.22293 0.00508
1620 0.19934 0.22289 0.00507
1621 0.19971 0.22331 0.00508
1622 0.20025 0.22392 0.00509
1623 0.20081 0.22456 0.00509
1624 0.20141 0.22523 0.00510
1625 0.20187 0.22575 0.00511
1626 0.20219 0.22612 0.00511
1627 0.20199 0.22589 0.00510
1628 0.20162 0.22549 0.00509
1629 0.20108 0.22489 0.00507
1630 0.20027 0.22399 0.00505
1631 0.19956 0.22320 0.00502
1632 0.19879 0.22235 0.00500
1633 0.19765 0.22107 0.00497
1634 0.19632 0.21959 0.00493
1635 0.19506 0.21819 0.00489
1636 0.19333 0.21626 0.00484
1637 0.19129 0.21398 0.00479
1638 0.18956 0.21205 0.00474
1639 0.18834 0.21069 0.00471
1640 0.18746 0.20972 0.00468
1641 0.18702 0.20923 0.00466
1642 0.18714 0.20937 0.00466
1643 0.18766 0.20995 0.00467
1644 0.18807 0.21041 0.00468
1645 0.18840 0.21079 0.00468
1646 0.18882 0.21127 0.00469
1647 0.18895 0.21141 0.00469
1648 0.18873 0.21117 0.00468
1649 0.18837 0.21078 0.00466
1650 0.18817 0.21056 0.00465
1651 0.18772 0.21006 0.00464
1652 0.18754 0.20986 0.00463
1653 0.18737 0.20968 0.00462
1654 0.18738 0.20969 0.00462
1655 0.18709 0.20937 0.00460
1656 0.18703 0.20931 0.00460
1657 0.18680 0.20906 0.00459
1658 0.18665 0.20890 0.00458
1659 0.18640 0.20862 0.00457
1660 0.18634 0.20856 0.00457
1661 0.18606 0.20825 0.00455
1662 0.18562 0.20776 0.00454
1663 0.18509 0.20717 0.00452
1664 0.18446 0.20648 0.00450
1665 0.18369 0.20562 0.00448
1666 0.18313 0.20499 0.00446
1667 0.18284 0.20467 0.00445
1668 0.18232 0.20409 0.00443
1669 0.18186 0.20359 0.00442
1670 0.18149 0.20318 0.00441
1671 0.18084 0.20245 0.00439
1672 0.17980 0.20129 0.00436
1673 0.17921 0.20064 0.00434
1674 0.17864 0.20001 0.00432
1675 0.17792 0.19921 0.00430
1676 0.17711 0.19830 0.00428
1677 0.17610 0.19718 0.00425
1678 0.17464 0.19555 0.00421
1679 0.17304 0.19376 0.00417
1680 0.17165 0.19220 0.00413
1681 0.17087 0.19134 0.00411
1682 0.17098 0.19146 0.00410
1683 0.17166 0.19223 0.00412
1684 0.17263 0.19332 0.00414
1685 0.17345 0.19425 0.00415
1686 0.17380 0.19464 0.00416
1687 0.17382 0.19467 0.00415
1688 0.17359 0.19441 0.00414
1689 0.17326 0.19404 0.00413
1690 0.17314 0.19391 0.00413
1691 0.17318 0.19397 0.00412
1692 0.17313 0.19391 0.00412
1693 0.17293 0.19370 0.00411
1694 0.17273 0.19348 0.00410
1695 0.17236 0.19306 0.00409
1696 0.17181 0.19245 0.00407
1697 0.17119 0.19177 0.00405
1698 0.17060 0.19110 0.00404
1699 0.16970 0.19010 0.00401
1700 0.16875 0.18904 0.00398
1701 0.16789 0.18808 0.00396
1702 0.16708 0.18718 0.00394
1703 0.16629 0.18630 0.00392
1704 0.16574 0.18569 0.00390
1705 0.16522 0.18511 0.00388
1706 0.16467 0.18450 0.00387
1707 0.16362 0.18333 0.00384
1708 0.16256 0.18214 0.00381
1709 0.16176 0.18124 0.00379
1710 0.16113 0.18054 0.00377
1711 0.16061 0.17997 0.00376
1712 0.16114 0.18057 0.00376
1713 0.16171 0.18121 0.00377
1714 0.16201 0.18154 0.00378
1715 0.16211 0.18167 0.00378
1716 0.16185 0.18137 0.00377
1717 0.16081 0.18021 0.00374
1718 0.15967 0.17894 0.00371
1719 0.15823 0.17733 0.00367
1720 0.15665 0.17557 0.00363
1721 0.15531 0.17406 0.00360
1722 0.15432 0.17296 0.00357
1723 0.15327 0.17178 0.00354
1724 0.15252 0.17095 0.00352
1725 0.15220 0.17060 0.00351
1726 0.15197 0.17034 0.00351
1727 0.15162 0.16995 0.00349
1728 0.15130 0.16959 0.00348
1729 0.15063 0.16885 0.00347
1730 0.14960 0.16770 0.00344
1731 0.14797 0.16587 0.00340
1732 0.14586 0.16351 0.00335
1733 0.14326 0.16061 0.00328
1734 0.14112 0.15820 0.00323
1735 0.13939 0.15627 0.00319
1736 0.13794 0.15465 0.00315
1737 0.13729 0.15392 0.00314
1738 0.13761 0.15428 0.00314
1739 0.13790 0.15461 0.00314
1740 0.13820 0.15495 0.00315
1741 0.13834 0.15512 0.00315
1742 0.13838 0.15516 0.00315
1743 0.13789 0.15461 0.00313
1744 0.13741 0.15407 0.00312
1745 0.13680 0.15339 0.00310
1746 0.13640 0.15296 0.00309
1747 0.13587 0.15236 0.00308
1748 0.13569 0.15216 0.00307
1749 0.13540 0.15184 0.00306
1750 0.13521 0.15163 0.00305
1751 0.13484 0.15122 0.00304
1752 0.13474 0.15111 0.00304
1753 0.13460 0.15096 0.00303
1754 0.13450 0.15085 0.00303
1755 0.13420 0.15052 0.00302
1756 0.13387 0.15014 0.00301
1757 0.13311 0.14930 0.00299
1758 0.13196 0.14801 0.00296
1759 0.13068 0.14658 0.00293
1760 0.12890 0.14459 0.00289
1761 0.12715 0.14262 0.00284
1762 0.12555 0.14083 0.00281
1763 0.12446 0.13961 0.00278
1764 0.12340 0.13843 0.00275
1765 0.12242 0.13732 0.00273
1766 0.12141 0.13620 0.00270
1767 0.12036 0.13502 0.00268
1768 0.11910 0.13361 0.00265
1769 0.11762 0.13196 0.00261
1770 0.11596 0.13009 0.00257
1771 0.11423 0.12816 0.00253
1772 0.11243 0.12614 0.00249
1773 0.11048 0.12396 0.00245
1774 0.10799 0.12116 0.00239
1775 0.10545 0.11831 0.00233
1776 0.10290 0.11545 0.00227
1777 0.10039 0.11265 0.00221
1778 0.09806 0.11003 0.00216
1779 0.09591 0.10762 0.00211
1780 0.09419 0.10569 0.00207
1781 0.09271 0.10403 0.00204
1782 0.09166 0.10286 0.00201
1783 0.09080 0.10189 0.00199
1784 0.09010 0.10111 0.00198
1785 0.08924 0.10014 0.00195
1786 0.08822 0.09901 0.00193
1787 0.08681 0.09742 0.00190
1788 0.08477 0.09514 0.00185
1789 0.08248 0.09256 0.00180
1790 0.07964 0.08938 0.00174
1791 0.07653 0.08590 0.00167
1792 0.07321 0.08217 0.00159
1793 0.06925 0.07773 0.00151
1794 0.06515 0.07312 0.00142
1795 0.06050 0.06791 0.00131
1796 0.05548 0.06228 0.00120
1797 0.05073 0.05695 0.00110
1798 0.04645 0.05214 0.00101
1799 0.04277 0.04801 0.00093
1800 0.03956 0.04441 0.00086
1801 0.03663 0.04112 0.00079
1802 0.03406 0.03824 0.00074
1803 0.03179 0.03569 0.00069
1804 0.02956 0.03319 0.00064
1805 0.02743 0.03079 0.00059
1806 0.02514 0.02823 0.00054
1807 0.02311 0.02594 0.00050
1808 0.02135 0.02397 0.00046
1809 0.01958 0.02198 0.00042
1810 0.01790 0.02010 0.00038
1811 0.01598 0.01795 0.00034
1812 0.01424 0.01599 0.00030
1813 0.01263 0.01418 0.00027
1814 0.01103 0.01238 0.00024
1815 0.00961 0.01079 0.00021
1816 0.00838 0.00940 0.00018
1817 0.00744 0.00835 0.00016
1818 0.00675 0.00758 0.00014
1819 0.00615 0.00691 0.00013
1820 0.00560 0.00629 0.00012
1821 0.00496 0.00556 0.00011
1822 0.00432 0.00486 0.00009
1823 0.00372 0.00418 0.00008
1824 0.00301 0.00338 0.00006
1825 0.00238 0.00268 0.00005
1826 0.00181 0.00203 0.00004
1827 0.00136 0.00153 0.00003
1828 0.00102 0.00115 0.00002
1829 0.00071 0.00079 0.00001
1830 0.00048 0.00054 0.00001
1831 0.00030 0.00034 0.00001
1832 0.00019 0.00022 0.00000
1833 0.00012 0.00014 0.00000
1834 0.00009 0.00010 0.00000
1835 0.00006 0.00007 0.00000
1836 0.00005 0.00006 0.00000
1837 0.00004 0.00005 0.00000
1838 0.00004 0.00004 0.00000
1839 0.00004 0.00004 0.00000
1840 0.00004 0.00004 0.00000
1841 0.00004 0.00004 0.00000
1842 0.00004 0.00005 0.00000
1843 0.00004 0.00005 0.00000
1844 0.00005 0.00006 0.00000
1845 0.00006 0.00007 0.00000
1846 0.00006 0.00007 0.00000
1847 0.00007 0.00008 0.00000
1848 0.00007 0.00008 0.00000
1849 0.00007 0.00008 0.00000
1850 0.00007 0.00007 0.00000
1851 0.00006 0.00007 0.00000
1852 0.00006 0.00006 0.00000
1853 0.00006 0.00006 0.00000
1854 0.00006 0.00007 0.00000
1855 0.00007 0.00007 0.00000
1856 0.00008 0.00009 0.00000
1857 0.00009 0.00010 0.00000
1858 0.00011 0.00012 0.00000
1859 0.00013 0.00015 0.00000
1860 0.00016 0.00018 0.00000
1861 0.00018 0.00020 0.00000
1862 0.00020 0.00023 0.00000
1863 0.00019 0.00021 0.00000
1864 0.00016 0.00018 0.00000
1865 0.00011 0.00012 0.00000
1866 0.00007 0.00008 0.00000
1867 0.00004 0.00004 0.00000
1868 0.00002 0.00003 0.00000
1869 0.00002 0.00002 0.00000
1870 0.00001 0.00001 0.00000
1871 0.00001 0.00001 0.00000
1872 0.00001 0.00001 0.00000
1873 0.00001 0.00001 0.00000
1874 0.00001 0.00001 0.00000
1875 0.00001 0.00001 0.00000
1876 0.00001 0.00002 0.00000
1877 0.00002 0.00003 0.00000
1878 0.00004 0.00004 0.00000
1879 0.00008 0.00009 0.00000
1880 0.00016 0.00018 0.00000
1881 0.00029 0.00033 0.00001
1882 0.00049 0.00055 0.00001
1883 0.00073 0.00082 0.00001
1884 0.00091 0.00102 0.00002
1885 0.00108 0.00121 0.00002
1886 0.00112 0.00126 0.00002
1887 0.00116 0.00130 0.00002
1888 0.00114 0.00128 0.00002
1889 0.00109 0.00123 0.00002
1890 0.00102 0.00115 0.00002
1891 0.00092 0.00103 0.00002
1892 0.00082 0.00092 0.00002
1893 0.00067 0.00075 0.00001
1894 0.00055 0.00062 0.00001
1895 0.00042 0.00047 0.00001
1896 0.00032 0.00036 0.00001
1897 0.00024 0.00028 0.00000
1898 0.00020 0.00022 0.00000
1899 0.00016 0.00018 0.00000
1900 0.00014 0.00016 0.00000
1901 0.00013 0.00014 0.00000
1902 0.00012 0.00014 0.00000
1903 0.00011 0.00013 0.00000
1904 0.00011 0.00013 0.00000
1905 0.00011 0.00013 0.00000
1906 0.00012 0.00013 0.00000
1907 0.00013 0.00015 0.00000
1908 0.00015 0.00017 0.00000
1909 0.00019 0.00021 0.00000
1910 0.00024 0.00026 0.00000
1911 0.00029 0.00033 0.00001
1912 0.00037 0.00042 0.00001
1913 0.00045 0.00051 0.00001
1914 0.00055 0.00062 0.00001
1915 0.00065 0.00073 0.00001
1916 0.00078 0.00087 0.00002
1917 0.00094 0.00105 0.00002
1918 0.00113 0.00128 0.00002
1919 0.00137 0.00155 0.00003
1920 0.00165 0.00185 0.00003
1921 0.00197 0.00222 0.00004
1922 0.00232 0.00261 0.00005
1923 0.00271 0.00305 0.00005
1924 0.00303 0.00340 0.00006
1925 0.00336 0.00378 0.00007
1926 0.00366 0.00412 0.00007
1927 0.00399 0.00448 0.00008
1928 0.00430 0.00484 0.00008
1929 0.00461 0.00519 0.00009
1930 0.00493 0.00555 0.00010
1931 0.00529 0.00595 0.00010
1932 0.00570 0.00642 0.00011
1933 0.00617 0.00695 0.00012
1934 0.00672 0.00756 0.00013
1935 0.00734 0.00825 0.00014
1936 0.00805 0.00906 0.00016
1937 0.00881 0.00991 0.00017
1938 0.00964 0.01085 0.00019
1939 0.01043 0.01173 0.00020
1940 0.01128 0.01269 0.00022
1941 0.01211 0.01363 0.00023
1942 0.01297 0.01459 0.00025
1943 0.01386 0.01559 0.00027
1944 0.01488 0.01674 0.00029
1945 0.01614 0.01816 0.00031
1946 0.01769 0.01990 0.00034
